geneID	gnomAD_pLI	ExAc_pLI	LOEUF	ClinGene_HI	ClinGene_TI	DDD_HI	HI_bin	TI_bin
FFAR3	0.00023758	0.0	9.0			83.15%	2	1
LAIR2	2.5967e-07	0.00013897	9.0			99.79%	2	1
MRAP2	2.5633e-07	0.00034874	9.0			46.04%	1	1
NPB	0.0989	0.4283	9.0			91.08%	2	1
OR5H2	0.00023505	1.5649e-05	9.0			90.06%	2	1
AEN	2.0092e-10	6.0648e-08	9.0			49.4%	1	1
KIR2DL1	3.5684e-15	0.1845	9.0			95.6%	2	1
ANKRD23	3.5366e-19	8.6632e-16	9.0			62.81%	1	1
CTB-60B18.6	0.30206	0.0	9.0				1	1
GUCA1C	2.5694e-07	0.00063259	9.0	40.0	0	74.3%	2	1
GOLGA8J	8.9595e-17	0.35506	9.0			92.4%	2	1
CGB	0.098257	0.57407	9.0			80.63%	2	1
PRAMEF1	3.2165e-11	0.098105	9.0			98.53%	2	1
SYCN	4.4492e-05	0.0057265	9.0			81.73%	2	1
OR8H2	0.0011661	0.00085897	9.0			90.67%	2	1
SERPINB4	8.7622e-17	1.2762e-11	9.0			95.11%	2	1
KRTAP9-7	0.30156	0.0054708	9.0			89.91%	2	1
SMIM8	0.0055617	0.035854	9.0			29.49%	1	1
POLR2K	0.0011708	0.011778	9.0			10.1%	0	1
PMM2	1.4072e-17	4.0308e-10	9.0	30.0	0	40.44%	2	1
C12orf73	0.024774	0.0	9.0			61.35%	1	1
FAM111B	0.098549	7.171e-11	9.0			98.44%	2	1
GOLGA6L10	0.00117	0.36896	9.0				1	1
TNFRSF18	1.4516e-06	8.3659e-07	9.0			89.8%	2	1
NBPF24	0.0055357	0.0	9.0				1	1
LCE2B	0.097851	0.13725	9.0			86.97%	2	1
OR8S1	1.4449e-06	3.0816e-06	9.0			84.26%	2	1
ZNF256	0.0055297	1.7746e-05	9.0			99.18%	2	1
CT45A1	0.30048	0.0	9.0			98.09%	2	1
ZBED6CL	0.0011628	0.0029223	9.0			88.31%	2	1
SERF1B	0.30017	0.0	9.0			80.69%	2	1
PRSS55	3.1731e-11	1.2336e-08	9.0			91.35%	2	1
OR56B4	8.0533e-06	1.1864e-05	9.0			85.66%	2	1
OR4A16	0.00022787	2.6134e-05	9.0			88.61%	2	1
ZNF671	4.2147e-08	4.2193e-13	9.0			97.11%	2	1
MOAP1	1.1736e-09	0.0014036	9.0			84.32%	2	1
IL3RA	2.9891e-27	1.1037e-12	9.0			96.49%	2	1
DUPD1	2.4781e-07	1.1786e-07	9.0			57.22%	1	1
SEPT12	3.3500000000000005e-19	4.5921e-10	9.0			65.31%	1	1
FAM162B	4.2377e-08	0.00082583	9.0			81.39%	2	1
PIGY	0.09724	0.10639	9.0			64.32%	1	1
MANSC4	4.3796e-05	0.0	9.0			83.29%	2	1
SPIN2A	0.0011466	0.22066	9.0			74.12%	1	1
DEFB118	0.096825	0.089119	9.0			99.94%	2	1
DEFB119	0.096676	0.058627	9.0			88.22%	2	1
DEFB129	0.097066	0.0087103	9.0			95.93%	2	1
DAPL1	4.2949e-05	0.00026826	9.0			63.3%	1	1
C2orf57	0.097049	0.002296	9.0			98.99%	2	1
LCNL1	0.0011448	0.003016	9.0			91.17%	2	1
PRAMEF16	0.2979	0.0	9.0			96.49%	2	1
CXorf40B	0.02439	0.6428	9.0			86.08%	2	1
OR11G2	1.4116e-06	0.00022869	9.0			68.17%	1	1
AC187652.1	0.096431	0.0	9.0				1	1
OR10A6	6.8327e-09	8.5925e-09	9.0			77%	1	1
VPREB1	0.096491	0.0013436	9.0			91.87%	2	1
HIST1H3D	0.00113	0.011195	9.0			51.3%	1	1
CYP2C8	1.9759e-22	5.3504e-12	9.0			86.94%	2	1
GIMAP5	0.096506	0.18919	9.0			91.14%	2	1
OR6K2	2.4185e-07	6.6292e-05	9.0			68.65%	1	1
DEFB121	0.096502	0.031538	9.0			95.35%	2	1
AP000688.1	0.29757	0.0	9.0				1	1
ZNF716	1.3942e-06	2.5632e-08	9.0			87.46%	2	1
LST1	0.0011303	0.0025379	9.0			95.25%	2	1
OTOP1	4.8437e-24	7.3147e-16	9.0			80.7%	2	1
PP13004	0.096611	0.0	9.0				1	1
CCDC23	0.0011348	0.21315	9.0			30%	1	1
TMEM261	0.0054207	0.00077764	9.0			87.18%	2	1
MT1B	0.0053775	0.24827	9.0			83.52%	2	1
SYNGR4	1.1085e-09	0.0012157	9.0			77.76%	1	1
OR2D2	4.0212e-08	5.5085e-07	9.0			73.08%	1	1
C9orf141	0.0011229	0.0	9.0				1	1
AC090427.1	0.29639	0.0	9.0				1	1
C1orf143	0.095863	0.0	9.0			81.48%	2	1
RBMY1F	0.29637	0.0	9.0			93.83%	2	1
CDRT4	0.095789	0.24429	9.0			86.77%	2	1
APOL6	0.096029	0.00070411	9.0			99.88%	2	1
TNFRSF17	1.3715e-06	0.0031044	9.0			78.78%	1	1
CTB-134H23.2	0.096089	0.0	9.0				1	1
EMP2	2.3873e-07	5.8978e-05	9.0			69.99%	1	1
DEFB130	0.29563	0.0	9.0			92.08%	2	1
OR1S1	4.1578e-05	0.0079009	9.0			86.98%	2	1
SPATA31A3	0.29526	0.0	9.0			99.1%	2	1
TSPY2	0.095282	0.0	9.0			90.1%	2	1
NBPF11	0.0011126	0.0	9.0			96.67%	2	1
BHLHA9	0.2959	0.0	9.0			76.21%	1	1
C9orf66	0.023936	0.00077517	9.0			93.34%	2	1
LRG1	0.095143	3.4235e-05	9.0			93.7%	2	1
AC112721.1	0.2956	0.0	9.0				1	1
B3GNT6	1.093e-09	2.4226e-06	9.0			83.81%	2	1
MBD3L4	0.29496	0.0	9.0			94.44%	2	1
GAL3ST2	2.9341e-11	4.4153e-05	9.0			87.8%	2	1
HTN3	4.1066e-05	0.00027179	9.0	40.0	0	90.63%	2	1
RHOXF2	0.00021767	0.59296	9.0			97.93%	2	1
DMRTC1	0.023698	0.43895	9.0			94.29%	2	1
ARL11	0.0052678	8.0918e-06	9.0			79.33%	1	1
NEUROG1	0.00021722	5.1363e-05	9.0			6.53%	0	1
CGB7	0.0052599	0.013102	9.0			80.38%	2	1
HIST1H2AJ	0.0237	0.1912	9.0			36.21%	1	1
RP11-210M15.2	0.023659	0.0	9.0				1	1
C6orf48	0.023621	5.8245e-05	9.0			98.88%	2	1
KRTAP5-8	0.095069	0.0069075	9.0			89.29%	2	1
OR2T6	4.1385e-05	0.050582	9.0			83.72%	2	1
NAT1	1.9294e-14	2.8541e-10	9.0			59.87%	1	1
AL161784.1	0.09475	0.0	9.0				1	1
WFDC6	0.001097	0.054914	9.0			95.55%	2	1
SERPINA9	1.2106e-13	1.7947e-09	9.0			88.76%	2	1
C1orf111	1.7676e-10	2.1044e-05	9.0			67.23%	1	1
ZNF721	0.094789	5.9729e-11	9.0			96.95%	2	1
SPG20OS	0.023665	0.0	9.0				1	1
RP11-386G21.1	0.023775	0.0	9.0				1	1
SIRPD	3.9148e-08	7.782e-05	9.0			94.86%	2	1
TEX38	2.2724e-07	0.0	9.0			74.16%	1	1
ZNF726	7.4752e-06	0.0	9.0			91.93%	2	1
VPREB3	0.094588	0.016149	9.0			92.92%	2	1
SPRN	0.29377	0.3866	9.0			86.55%	2	1
C10orf32	2.2921e-07	0.031638	9.0			24.93%	1	1
C4orf19	0.09431	0.0041605	9.0			95.43%	2	1
CBWD3	1.326e-06	0.35892	9.0			67.95%	1	1
AC022400.2	0.29318	0.49825	9.0				1	1
TSPY8	0.29328	0.0	9.0			94.54%	2	1
C1orf180	0.094516	0.0	9.0				1	1
TMEM238	0.29387	0.0	9.0			90.26%	2	1
CST9	0.0010911	0.095109	9.0			99.73%	2	1
C8orf31	3.8618e-08	1.0858e-05	9.0			99.11%	2	1
DEFB113	0.09409	0.00053884	9.0			93.43%	2	1
ANKRD34B	1.8309e-14	2.5269e-09	9.0			66.46%	1	1
TRIB3	1.1597e-13	2.1162e-10	9.0			70.41%	1	1
KRTAP3-1	0.023316	0.47382	9.0			49.34%	1	1
DEFB104A	0.093748	0.51947	9.0			96.98%	2	1
AC009403.2	0.023373	0.0	9.0				1	1
AC012360.1	0.2923	0.0	9.0				1	1
AL161450.1	0.2923	0.0	9.0				1	1
ZNF429	4.0549e-05	9.7121e-14	9.0			93.68%	2	1
DNAJC15	1.682e-10	2.9212e-07	9.0			41.55%	1	1
RPUSD1	1.6742e-10	3.0573e-08	9.0			79.68%	1	1
OR1J2	0.093349	0.0016824	9.0			88.29%	2	1
OR4C6	0.005129	1.0819e-05	9.0			90.42%	2	1
PRAMEF13	0.29184	0.52942	9.0			96.73%	2	1
TFF2	2.2197e-07	0.00014447	9.0			86.89%	2	1
CDRT15	1.282e-06	0.0075064	9.0			96.58%	2	1
DEFB105B	0.29184	0.0	9.0			90.95%	2	1
TYRP1	6.557000000000001e-25	4.4806e-21	9.0	30.0	Not yet evaluated	21.84%	2	1
URAD	0.0051396	0.0037836	9.0			75.32%	1	1
OVCA2	1.2811e-06	3.9478e-05	9.0			47.9%	1	1
CLIC3	6.2316e-09	0.00038777	9.0			70.87%	1	1
IFITM2	0.0051529	0.29938	9.0			90.96%	2	1
MBD3L3	0.29097	0.20844	9.0			95.82%	2	1
CTD-2215E18.1	0.00020994	2.439e-05	9.0				1	1
ZNF534	1.2886e-06	4.4131e-14	9.0			97.52%	2	1
PPP3R2	0.0010651	0.047666	9.0			81.03%	2	1
RP11-998D10.1	0.0051512	0.048326	9.0				1	1
PRAMEF14	0.29026	0.55964	9.0			97.07%	2	1
OR9Q2	6.1559e-09	1.2991e-07	9.0			76.99%	1	1
HCG27	0.023063	0.0	9.0			97.41%	2	1
MS4A4E	0.0010614	0.51584	9.0			94.87%	2	1
SCGB2B2	0.0010603	0.00067565	9.0			90.37%	2	1
S100A16	0.0010573	0.0056385	9.0			53.2%	1	1
TRIM49D1	0.29086	0.0	9.0			97.35%	2	1
OR6K3	0.092932	0.0069064	9.0			91.2%	2	1
RBMY1A1	0.29035	0.0	9.0			89.05%	2	1
RBMY1E	0.29054	0.0	9.0			93.9%	2	1
C7orf66	0.092294	0.0058144	9.0			91.59%	2	1
HIGD1B	3.9132e-05	0.0023456	9.0			55.06%	1	1
KRTAP9-9	0.28956	0.0072987	9.0			85.39%	2	1
MGARP	3.8778e-05	0.023824	9.0			90.55%	2	1
OR4K2	3.8826e-05	8.6747e-06	9.0			60.71%	1	1
ZNF846	1.2532e-06	3.7498e-16	9.0			92.97%	2	1
DEFB136	0.09248	0.034	9.0			97.85%	2	1
KLLN	0.0050546	0.0	9.0			85.37%	2	1
AL121963.1	0.00020649	0.0	9.0				1	1
OR5AU1	1.2459e-06	1.4182e-06	9.0	0.0	0	78.44%	1	1
ARL14	1.2351e-06	2.5732e-06	9.0			77.68%	1	1
GPX1	3.8518e-05	0.0069317	9.0			6.93%	0	1
MRPS12	0.00020409	0.010426	9.0			32.12%	1	1
DEFB114	0.091552	0.1627	9.0			91.71%	2	1
DAZ2	0.288	0.0	9.0			76.6%	1	1
SPP2	1.693e-14	1.2714e-06	9.0	0.0	0	87.97%	2	1
SNAPC5	0.00020115	1.402e-05	9.0			58.49%	1	1
ANG	0.28738	0.22458	9.0			78.17%	1	1
KAAG1	0.28715	0.019191	9.0			82.43%	2	1
KCNG4	4.2136e-16	3.9704e-17	9.0			65.65%	1	1
OR4C12	3.7877e-05	0.23821	9.0			84.33%	2	1
CST5	6.8894e-06	0.021648	9.0			97.77%	2	1
SLN	0.28701	0.39319	9.0			41.22%	1	1
AVPI1	3.8026e-05	1.0745e-05	9.0			62.9%	1	1
SPON2	2.6609e-15	1.0881e-06	9.0			77.93%	1	1
FGFBP3	0.0010279	0.0017122	9.0			84.27%	2	1
OR8K3	1.2144e-06	4.461e-06	9.0			83.82%	2	1
LCE1F	0.0049674	0.029499	9.0			72.73%	1	1
RBMY1J	0.28682	0.0	9.0			92.62%	2	1
FAM90A26	0.28656	0.0	9.0			98.14%	2	1
KRTAP5-7	0.090951	0.58196	9.0			87.73%	2	1
SPANXN2	0.090812	2.5966e-05	9.0			97.87%	2	1
PRAMEF3	0.28624	0.0	9.0			96.97%	2	1
ZNF486	6.7949e-06	1.8805e-08	9.0			92.17%	2	1
DEFA3	0.090546	0.48915	9.0			99.08%	2	1
RP11-763F8.1	0.0010216	0.0	9.0				1	1
AC026369.1	0.28615	0.0	9.0				1	1
OR10H4	0.0048912	0.00056023	9.0			91.21%	2	1
COX7A1	3.727e-05	0.0035625	9.0			71.74%	1	1
PYCARD	0.00019768	0.016504	9.0			78.21%	1	1
RNASE11	0.022247	0.0	9.0			89.38%	2	1
OTUD6A	0.28466	0.57382	9.0			93.17%	2	1
CLDN20	0.0048881	0.00076537	9.0			78.8%	1	1
AC009065.1	6.7438e-06	0.0	9.0				1	1
CHCHD1	6.7411e-06	0.10383	9.0			42.12%	1	1
IL36RN	3.3941e-08	0.00097234	9.0			66.36%	1	1
AC011239.1	0.02222	0.0	9.0				1	1
HIST4H4	0.022279	0.26079	9.0			15.73%	0	1
NPFF	3.646e-05	0.0002537	9.0			74.13%	1	1
IFNK	9.0615e-10	9.6109e-09	9.0			89.34%	2	1
C12orf74	1.1533e-06	0.00052224	9.0			95.72%	2	1
KRTAP9-6	0.28406	0.1945	9.0			89.21%	2	1
TSPY10	0.28371	0.0	9.0			90.65%	2	1
FOXD4	6.6406e-06	0.0	9.0			84.51%	2	1
SKA2	1.996e-07	0.00050107	9.0			25.89%	1	1
C8orf82	3.6066e-05	0.0066676	9.0			81.44%	2	1
C11orf86	6.5689e-06	0.0	9.0			82.2%	2	1
CENPBD1	0.28303	0.020072	9.0			90.31%	2	1
LINC00632	0.089251	0.0	9.0			84.84%	2	1
AC019206.1	0.28267	0.0	9.0				1	1
AL355390.1	0.08911	0.0	9.0				1	1
DEFB133	0.2827	0.0	9.0			86.1%	2	1
NDUFB1	3.5908e-05	0.31168	9.0			57.87%	1	1
C17orf67	6.5469e-06	2.4763e-05	9.0			81.15%	2	1
SPACA4	0.28303	0.57715	9.0			89.1%	2	1
COX7A2L	1.1516e-06	0.00041025	9.0			46.84%	1	1
KLHL35	2.3745e-15	1.3504e-12	9.0			60.12%	1	1
TPSB2	5.3313e-09	2.3468e-08	9.0			94.09%	2	1
C10orf120	3.5549e-05	1.2953e-06	9.0			97.59%	2	1
CCL4L2	0.088586	0.48994	9.0			84.65%	2	1
RP11-404P21.8	0.0047505	0.022607	9.0				1	1
FAM25C	0.088745	0.0	9.0			91.07%	2	1
PSG5	8.823899999999999e-22	1.2087e-10	9.0			85.24%	2	1
SLC38A8	3.3217e-24	0.0	9.0	30.0	0	68.65%	2	1
AL591025.1	0.021752	0.0	9.0				1	1
OR6B3	0.00019086	0.064611	9.0			83.5%	2	1
OR13J1	6.3322e-06	1.008e-05	9.0			68.76%	1	1
KRTAP6-2	0.021487	0.16506	9.0			73.46%	1	1
C10orf95	0.0047379	0.011391	9.0			84.77%	2	1
CLDN9	6.3138e-06	0.059927	9.0			55.78%	1	1
OR8K5	1.1097e-06	4.1069e-07	9.0			85.97%	2	1
LRRC18	3.5136e-05	0.00012417	9.0			59.9%	1	1
RP11-379H8.1	0.02148	0.0	9.0				1	1
FAM24B	0.088274	0.03365	9.0			98.94%	2	1
OR4X1	6.3135e-06	0.00015767	9.0			78.29%	1	1
AC026202.1	0.00096777	0.0	9.0				1	1
ZNF658	9.0413e-14	0.0	9.0			94.22%	2	1
OR10G9	3.4945e-05	0.0071385	9.0			80.88%	2	1
C17orf50	1.1002e-06	0.0079528	9.0			75.72%	1	1
PRSS3	3.5636e-12	4.798e-10	9.0			81.43%	2	1
RP11-410N8.4	0.021323	0.0	9.0				1	1
RP11-867G23.8	0.021441	0.11418	9.0				1	1
ZNF845	0.00095913	6.2575e-08	9.0			98.38%	2	1
NUDT16	0.0046241	0.0014607	9.0			79.63%	1	1
PROK1	6.1702e-06	0.020669	9.0			58.44%	1	1
SDHAF1	0.087043	0.10659	9.0	30.0	0	74.19%	2	1
ZNF107	0.021156	7.5938e-17	9.0			91.88%	2	1
C4orf36	0.00018365	0.0014849	9.0			85.85%	2	1
FAM182B	0.087202	0.0	9.0			92.73%	2	1
HIST2H2BF	0.004633	0.026	9.0			41.86%	1	1
OR52N2	0.00018247	7.3057e-05	9.0			70.04%	1	1
FCGR1B	1.3372e-10	0.67651	9.0			87.89%	2	1
TMEM107	3.0521e-08	0.028906	9.0			44.25%	1	1
CXorf64	0.0045812	0.0	9.0				1	1
MT1X	0.00093353	0.049611	9.0			78.18%	1	1
RGPD4	8.5288e-62	0.0	9.0			81.07%	2	1
SERPINA3	8.833e-14	5.3401e-12	9.0			97.04%	2	1
C11orf40	1.0628e-06	4.8456e-08	9.0			96.27%	2	1
KRTAP1-1	5.9686e-06	0.008443	9.0			76.85%	1	1
GJD3	3.3471e-05	0.0049014	9.0			74.7%	1	1
DNAH10OS	0.00017857	0.013366	9.0			99.64%	2	1
TMEM243	1.0471e-06	1.2856e-05	9.0			39.05%	1	1
HTATIP2	5.3767e-13	3.6442e-12	9.0			53.47%	1	1
UPK2	2.9877e-08	2.8012e-06	9.0			51.96%	1	1
AC008060.7	0.0045284	0.0	9.0				1	1
FAM209B	0.00017979	0.029721	9.0			88.21%	2	1
LRTM1	3.3678e-16	5.2471e-09	9.0			68.14%	1	1
NEUROG3	5.9611e-06	0.0011167	9.0			30.75%	1	1
KRTAP13-3	0.085439	0.00068284	9.0			86.65%	2	1
CALML3	0.00090968	0.037925	9.0			63.41%	1	1
PDF	5.8706e-06	0.050315	9.0			70.44%	1	1
AC114494.1	0.085067	0.029679	9.0				1	1
CCK	3.3034e-05	0.023105	9.0			19.05%	0	1
LCE2D	0.085242	0.13923	9.0			88.01%	2	1
LCE3D	0.020613	7.9105e-05	9.0			79.4%	1	1
CHCHD2	1.7328e-07	0.00022132	9.0			41.32%	1	1
DEFB112	0.020684	4.673e-05	9.0			99.68%	2	1
SPRR2F	0.08518	0.003622	9.0			84.45%	2	1
SPANXN5	0.085244	0.50097	9.0			93.47%	2	1
RP11-408E5.4	0.085277	0.17247	9.0				1	1
CASC10	0.084846	0.020055	9.0			83.87%	2	1
RLN2	0.00090025	5.0444e-05	9.0			99.82%	2	1
GOLGA8O	1.7023e-07	0.0	9.0			90.82%	2	1
AC138647.1	0.020424	0.0	9.0				1	1
RNASE4	0.00017566	0.0070171	9.0			69.45%	1	1
C5orf63	0.0044611	0.0	9.0			30.92%	1	1
OR8J1	1.0089e-06	4.4746e-06	9.0			78.41%	1	1
MAP1LC3C	5.8124e-06	0.00038176	9.0			74.2%	1	1
RP11-536G4.1	0.084786	0.0	9.0				1	1
RP11-6L6.2	0.00017559	0.0	9.0				1	1
OR11H4	4.7248e-09	6.2254e-05	9.0			65.15%	1	1
OR1L3	0.00017569	0.00033719	9.0			84.44%	2	1
MT1A	0.0044674	0.0077762	9.0			83.28%	2	1
SCGB2A2	0.00017485	0.0089243	9.0			99.82%	2	1
ZNF493	5.829e-06	3.1865e-08	9.0			95.74%	2	1
PRDX1	7.6959e-10	1.4382e-07	9.0			6.02%	0	1
GSC2	0.0044347	0.037186	9.0			65.74%	1	1
CLEC3A	1.9968e-11	5.3222e-07	9.0			29.77%	1	1
HBZ	0.020559	0.016677	9.0			64.29%	1	1
AL391421.1	0.0044636	0.0	9.0				1	1
GPR31	0.020514	0.00035102	9.0			91.5%	2	1
LINC01119	0.0043811	0.0	9.0				1	1
KRT81	1.2108e-18	2.1584e-07	9.0			32.88%	1	1
DNAH17-AS1	0.083797	0.4462	9.0			94.66%	2	1
ADIPOQ	4.6434e-09	5.6189e-07	9.0			32.49%	1	1
C10orf105	0.084246	0.0	9.0			68.5%	1	1
CCL7	0.00089294	0.0092623	9.0			89.32%	2	1
OR1I1	5.7475e-06	0.0017207	9.0			82.85%	2	1
OR2V1	1.6993e-07	1.7437e-08	9.0			75.32%	1	1
TFF1	0.00088929	0.0063036	9.0			94.34%	2	1
PRED62	0.08425	0.0	9.0				1	1
C12orf76	9.8749e-07	0.0001013	9.0			83.86%	2	1
GJB7	9.8644e-07	1.499e-06	9.0			62.18%	1	1
LY6G6E	0.004387	0.0	9.0			84.35%	2	1
RIIAD1	3.1906e-05	0.0	9.0			69.75%	1	1
OR3A3	0.00017143	0.416	9.0			89.38%	2	1
OR4C11	5.6002e-06	1.4089e-06	9.0			87.48%	2	1
C19orf73	0.083294	0.48401	9.0			87.54%	2	1
C1QL1	5.6243e-06	0.0	9.0			46.23%	1	1
OR10AG1	3.1694e-05	0.00013573	9.0			87.1%	2	1
RP11-552I14.1	0.0043619	0.0	9.0				1	1
SLIRP	9.7265e-07	0.00036106	9.0			63.53%	1	1
OR1L4	3.1586e-05	0.043165	9.0			71.97%	1	1
CSHL1	3.0815e-12	0.00045879	9.0			80.53%	2	1
FAM9A	3.0977e-12	2.8565e-05	9.0			96.6%	2	1
LSMD1	9.7053e-07	0.0028765	9.0				1	1
RP11-127H5.1	0.00088702	0.0	9.0				1	1
NPW	0.00088233	0.0	9.0			94.43%	2	1
FABP1	9.8037e-07	0.016062	9.0			53.94%	1	1
C1orf210	0.00017017	0.0012196	9.0			72.17%	1	1
LCE1A	0.0043743	0.00040983	9.0			74.35%	1	1
CT83	0.083699	0.19756	9.0			95.06%	2	1
MT1M	0.0043473	9.8354e-05	9.0			89.07%	2	1
HMGB4	0.004348	9.9636e-06	9.0			83.77%	2	1
COX19	0.0043158	0.00010865	9.0			68.99%	1	1
MUCL1	3.0923e-05	1.1481e-05	9.0			99.98%	2	1
AC008394.1	0.083114	0.0	9.0				1	1
RP11-195B21.3	0.082654	0.0	9.0				1	1
ZNF552	0.00086839	0.011944	9.0			95.06%	2	1
C14orf144	0.019885	0.0	9.0			98.81%	2	1
TEX37	3.1157e-05	3.7066e-06	9.0			87.75%	2	1
IFIT1B	3.1227e-05	7.2564e-09	9.0			91.59%	2	1
SPTSSB	0.00086955	0.0058996	9.0			16.03%	0	1
RNASE6	0.082292	5.4317e-08	9.0			89.93%	2	1
OR52R1	2.6505e-08	6.9249e-06	9.0			79.08%	1	1
SH3BGRL2	1.5983e-07	7.1687e-06	9.0			24.29%	1	1
OR2S2	0.00016621	0.00057567	9.0			80.2%	2	1
ZBED3	0.082483	0.078436	9.0			83.9%	2	1
KB-1980E6.3	0.081407	0.0	9.0				1	1
HOPX	5.3973e-06	0.14697	9.0			42.32%	1	1
NPIPB15	5.3603e-06	0.00027793	9.0			92.38%	2	1
AC011294.3	0.0042268	0.0	9.0				1	1
GSTA5	1.7989e-11	3.9842e-09	9.0			88.12%	2	1
KRTAP2-4	0.00084684	0.086348	9.0			45.21%	1	1
C1orf189	2.5894e-08	0.00011476	9.0			65.49%	1	1
CHCHD10	5.3661e-06	0.00013241	9.0			77.11%	1	1
OR1L6	3.0047e-05	0.010696	9.0			75.81%	1	1
LYPD3	1.8345e-11	9.9321e-09	9.0			82.5%	2	1
FAM229A	0.080917	0.0	9.0			52.83%	1	1
C20orf187	0.004175	0.0	9.0			94.93%	2	1
DEFB106B	0.081151	0.0	9.0			93.29%	2	1
OR2AP1	2.9797e-05	0.0029039	9.0			83.6%	2	1
NUPR1	0.0041502	0.0075411	9.0			69.14%	1	1
C5orf56	0.0041687	0.10765	9.0			91.09%	2	1
CCDC54	1.1084e-10	8.5501e-08	9.0			82.67%	2	1
PRAMEF22	0.0041746	0.61715	9.0			96.13%	2	1
HBQ1	0.00082894	0.0058284	9.0			87.4%	2	1
TAF9B	1.085e-10	0.00041098	9.0			41.78%	1	1
KRTAP4-7	0.00015907	1.1123e-05	9.0			84.72%	2	1
POTEI	4.1618e-09	0.0	9.0			94.99%	2	1
RP11-187E13.2	0.019191	0.0	9.0				1	1
OR8K1	5.1722e-06	0.0020392	9.0			85.08%	2	1
AC016885.1	0.080463	0.0	9.0				1	1
AP005482.1	0.080286	0.0	9.0				1	1
PF4V1	0.00081618	0.0068921	9.0			96.14%	2	1
SLC9B1P1	0.0040587	0.0	9.0			90.7%	2	1
ABHD1	3.3799000000000003e-25	1.0603e-21	9.0			63.73%	1	1
KRTAP5-4	0.018983	0.0067937	9.0			84.14%	2	1
LSM10	0.0040741	0.61565	9.0			31.9%	1	1
ZNF717	0.018983	0.33221	9.0			96.97%	2	1
TAS2R4	5.089e-06	0.049738	9.0			87.13%	2	1
RP11-160N1.10	0.079994	0.0	9.0				1	1
BLOC1S3	0.004077	0.01843	9.0			79.6%	1	1
AC137932.1	0.079566	0.0	9.0				1	1
RMI2	0.018953	0.024604	9.0			63.49%	1	1
OR8U1	8.7306e-07	0.013454	9.0			78.21%	1	1
TMEM86B	5.0655e-06	2.7622e-05	9.0			94.8%	2	1
MAGEC1	0.079896	0.0	9.0			95.47%	2	1
LCE1D	0.0040569	0.0035675	9.0			73.68%	1	1
OR52N4	5.132e-06	3.2946e-05	9.0			67.34%	1	1
IFNL3	2.4233e-08	1.1594e-05	9.0			89.86%	2	1
ISCA2	2.4343e-08	6.2727e-05	9.0			53.42%	1	1
BIK	5.0334e-06	2.5375e-05	9.0			93.96%	2	1
CXCL5	5.0431e-06	0.0002226	9.0			86.62%	2	1
HNRNPA1L2	0.018776	6.7037e-05	9.0			79.88%	1	1
RP11-553A10.1	0.0040523	0.0	9.0				1	1
MALSU1	1.6777e-11	1.7805e-08	9.0			67.92%	1	1
FBXL8	3.9237e-09	0.014439	9.0			78.31%	1	1
OR52J3	4.9269e-06	0.0010125	9.0			81.35%	2	1
KLHL25	1.5932e-15	2.2016e-10	9.0			44.29%	1	1
GOLGA6L19	0.00079334	0.0	9.0				1	1
TIMM10B	8.5093e-07	0.0011587	9.0			29.94%	1	1
NUDT7	8.4378e-07	0.00010793	9.0			84.15%	2	1
RP11-93B14.6	0.078497	0.0	9.0				1	1
CSTA	0.00015316	0.00053361	9.0			76.56%	1	1
CSTL1	2.3758e-08	0.0001596	9.0			86.59%	2	1
HIST1H2BI	0.0039846	0.13801	9.0			45.5%	1	1
RP11-279O9.4	0.01868	0.086038	9.0				1	1
RP11-116D17.1	0.078342	0.0	9.0				1	1
SCGB1A1	0.00079919	0.0076613	9.0			92.8%	2	1
KRTAP2-1	0.0039974	0.0	9.0			43.8%	1	1
C9orf16	0.018442	0.016494	9.0			45.36%	1	1
OR51A4	0.0039172	0.23907	9.0			90.46%	2	1
VENTX	2.7462e-05	3.9915e-09	9.0			96.86%	2	1
ZIK1	2.7592e-05	4.7889e-08	9.0			93.02%	2	1
JSRP1	6.1014e-10	8.9027e-10	9.0			92.27%	2	1
HIST1H2AL	0.00079028	0.062487	9.0			53.63%	1	1
FAM107A	8.2783e-07	0.0016451	9.0			50.13%	1	1
OR2T1	6.188e-10	7.2882e-07	9.0			86.82%	2	1
LYRM1	3.7249e-09	1.7942e-05	9.0			22.97%	1	1
LTB	9.6063e-11	1.0056e-05	9.0			38.35%	1	1
DEC1	2.6727e-05	0.00020945	9.0			94.73%	2	1
BID	1.5646e-11	2.6783e-07	9.0			88.62%	2	1
INSL6	3.734e-09	4.5693e-05	9.0			88.06%	2	1
MSRA	1.5332e-15	1.6998e-06	9.0			32.97%	1	1
RBM12B-AS1	0.018345	0.0	9.0			84.53%	2	1
FGFBP2	0.0038934	1.1417e-07	9.0			91.29%	2	1
DSCR4	0.0007784	0.001317	9.0			94.96%	2	1
SELV	9.6824e-11	0.00039272	9.0				1	1
IL32	3.7471e-09	3.7704e-07	9.0			99.95%	2	1
SPANXD	0.077485	0.17781	9.0			89.11%	2	1
IL9	8.1087e-07	0.00054088	9.0			82.91%	2	1
GNRH2	1.3359e-07	0.00022875	9.0			85.13%	2	1
TMSB10	0.018038	0.12432	9.0			27.05%	1	1
NPFFR1	9.5481e-15	4.6866e-09	9.0			51.68%	1	1
